label	message	length	punct
spam	New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message	136	14
ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.	444	42
ham	I'm on da bus going home...	27	4
ham	I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon	106	6
ham	I'm okay. Chasing the dream. What's good. What are you doing next.	66	6
ham	Yupz... I've oredi booked slots 4 my weekends liao... 	54	7
spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only	157	5
ham	There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no	88	11
ham	Okie	4	0
ham	Yes I know the cheesy songs from frosty the snowman :)	54	2
ham	Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..	56	8
spam	sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 	153	7
ham	Hey tmr meet at bugis 930 ?	27	1
spam	Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm	158	5
ham	All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?	95	4
ham	Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you	95	11
ham	And whenever you and i see we can still hook up too.	52	1
ham	Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...	80	7
ham	Can you use foreign stamps for whatever you send them off for? 	63	1
spam	FROM 88066 LOST £12 HELP	24	0
ham	Oh baby of the house. How come you dont have any new pictures on facebook	73	1
ham	"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"	165	13
ham	Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.	169	9
ham	Omw back to tampa from west palm, you hear what happened?	57	2
ham	Yup no more already... Thanx 4 printing n handing it up.	56	4
spam	FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!	156	6
ham	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.	113	1
ham	S now only i took tablets . Reaction morning only.	50	2
spam	Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs	160	5
ham	Nah, I'm a perpetual DD	23	2
ham	Sorry de i went to shop.	24	1
spam	Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk	118	5
ham	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.	179	11
ham	Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath	101	1
ham	Nope i'm not drivin... I neva develop da photos lei...	54	7
ham	I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?	96	5
ham	Cool. I am  &lt;#&gt;  inches long. hope you like them big!	59	8
ham	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?	166	14
ham	Okie.. Thanx..	14	4
spam	18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.	135	3
ham	Go where n buy? Juz buy when we get there lar.	46	2
ham	Ok lor...	9	3
ham	I'm working technical support :)voice process.	46	4
ham	It's justbeen overa week since we broke up and already our brains are going to mush!	84	2
ham	Tunde, how are you doing. This is just wishing you a great day. Abiola.	71	4
ham	Nope... C ü then...	19	6
ham	No. But we'll do medical missions to nigeria	44	2
ham	No i am not having not any movies in my laptop	46	0
ham	Whatsup there. Dont u want to sleep	35	1
spam	Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “	151	8
spam	Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR	165	6
ham	I havent lei.. Next mon can?	28	3
ham	Mm feeling sleepy. today itself i shall get that dear	53	1
ham	How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.	82	5
ham	Do ü noe if ben is going?	25	1
ham	Can you do a mag meeting this avo at some point?	48	1
ham	I meant middle left or right?	29	1
ham	Really? I crashed out cuddled on my sofa.	41	2
ham	Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu	99	2
ham	I sent you the prices and do you mean the  &lt;#&gt; g,	55	6
ham	Are you this much buzy	22	0
ham	Nothing. Can...	15	4
spam	I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.	158	13
ham	No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u	119	3
ham	But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.	154	3
ham	Tick, tick, tick ... Babe	25	5
ham	R ü going 4 today's meeting?	28	2
ham	K da:)how many page you want?	29	3
ham	Ya had just now.onion roast.	28	2
ham	Send his number and give reply tomorrow morning for why you said that to him like that ok	89	0
ham	You said not now. No problem. When you can. Let me know.	56	4
ham	Ok but tell me half an hr b4 u come i need 2 prepare.	53	1
ham	Play w computer? Aiyah i tok 2 u lor?	37	2
ham	Sat right? Okay thanks... 	26	4
ham	Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with	129	2
ham	Ok Chinese food on its way. When I get fat you're paying for my lipo.	69	3
ham	We r outside already.	21	1
ham	Have a good trip. Watch out for . Remember when you get back we must decide about easter.	89	3
ham	Yo we are watching a movie on netflix	37	0
ham	What time. I‘m out until prob 3 or so	37	1
ham	Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...	102	14
ham	I dont thnk its a wrong calling between us	42	0
ham	I am not sure about night menu. . . I know only about noon menu	63	3
ham	ARR birthday today:) i wish him to get more oscar.	50	3
ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...	163	15
ham	Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!	200	5
ham	 and  picking them up from various points	41	0
spam	Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX	155	2
ham	Wow v v impressed. Have funs shopping!	38	2
ham	I am on the way to ur home	26	0
spam	Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner	141	3
ham	No problem. Talk to you later	29	1
ham	Then ur sis how?	16	1
ham	Still in customer place	23	0
spam	How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?	124	1
ham	Dude u knw also telugu..thts gud..k, gud nyt..	46	7
ham	We confirm eating at esplanade?	31	1
ham	Send me your id and password	28	0
ham	Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.	118	4
spam	For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.	123	10
ham	Well I might not come then...	29	3
ham	Long after I quit. I get on only like 5 minutes a day as it is.	63	2
ham	Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.	106	3
ham	Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you	121	3
ham	Just arrived, see you in a couple days &lt;3	44	3
ham	K, wat s tht incident?	22	2
ham	Yeah get the unlimited	22	0
ham	cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..	116	7
ham	Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?	78	4
ham	Ü got wat to buy tell us then ü no need to come in again.	57	1
ham	When you are big..| God will bring success.	43	4
spam	U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870	126	4
ham	"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """	116	5
ham	Well there's still a bit left if you guys want to tonight	57	1
ham	Not from this campus. Are you in the library?	45	2
ham	The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow	142	19
ham	How will I creep on you now? ;_;	32	4
ham	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;	69	5
ham	If I get there before you after your ten billion calls and texts so help me god	79	0
ham	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu	149	3
ham	I've told him that i've returned it. That should i re order it.	63	4
ham	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..	155	13
ham	Depends on where u going lor.	29	1
ham	And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*	145	5
spam	FreeMsg>FAV XMAS TONES!Reply REAL	33	2
ham	Lil fever:) now fine:)	22	4
ham	I think it's all still in my car	32	1
ham	Can a not?	10	1
spam	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 	158	4
ham	Yes princess! I want to catch you with my big strong hands...	61	4
ham	Oh yeah I forgot. U can only take 2 out shopping at once.	57	2
ham	Mm so you asked me not to call radio	36	0
ham	Thinkin about someone is all good. No drugs for that	52	1
ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...	163	15
ham	Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..	133	4
ham	Alright if you're sure, let me know when you're leaving	55	3
ham	Some are lasting as much as 2 hours. You might get lucky.	57	2
ham	Genius what's up. How your brother. Pls send his number to my skype.	68	4
spam	Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p	160	7
ham	Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...	123	12
ham	Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*	111	9
spam	INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.	136	3
ham	Oh god..taken the teeth?is it paining	37	3
spam	ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.	152	2
ham	Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...	74	6
ham	No need to buy lunch for me.. I eat maggi mee..	47	4
spam	Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate	157	8
